image_id,main_type,secondary_type
9adda218-49c0-40b5-91a1-265308d59808,Water,Psychic
2975d18d-5ad1-4973-a291-6170f4fa9a83,Water,nan
2382ade5-f33e-4c6a-beae-e2bc4ef28d82,Dragon,Psychic
082a29fb-2f62-4f5a-bccf-3c5b91095d9b,Psychic,nan
84789f75-c3ea-483d-a180-b36d9b349721,Poison,nan
5ecc4ad6-5810-4ae4-adbd-35cf9298bf04,Bug,Grass
eea70dce-26da-4ce8-8c12-f731ff99e210,Water,nan
cdd3ee00-8921-4b12-afd4-7604530ac16e,Electric,nan
1af884fd-a650-4bf5-bae0-03d3247742b2,Fairy,nan
66c533b8-56ce-4e78-867b-9629dd225b26,Electric,Fairy
f5596e82-6727-424c-833c-47986f5916ba,Fire,Normal
9f8d80e5-466c-4c7d-a510-f8cbeeee994f,Ice,Flying
c05012f8-be4f-4d5c-869b-db6472ebc1dd,Fire,nan
662d12ad-97c7-49ad-b8da-43dfd953a3ef,Grass,Poison
cfb4c728-ba05-4264-9f6e-917cb92e8ac9,Normal,Flying
15877da9-4a90-4d7d-9af0-29440f0df428,Normal,Flying
6c7bba60-20fc-475f-8c68-c7d7c76d5f33,Fire,Flying
b4398ba6-6e3c-46cf-a00f-6d76f2961f8c,Fire,Fighting
49d32223-fdbf-4dbe-b814-05622447d46f,Ground,nan
6cb23a3c-f9a6-468d-9d53-7c6c6b6da761,Psychic,nan
7c49feed-4510-4a35-8df6-cb8cf2c35d3e,Bug,Flying
c3e67f40-de7c-45e6-9870-6059c261e1f0,Dark,Flying
3ceafd69-d606-456d-87b2-a7fea4b0f6f3,Electric,Flying
240e2283-b5fa-4291-af93-e847f7270d35,Grass,nan
9205e445-3a83-4717-b8ae-4343fd5089b2,Grass,Ground
a8efe097-d8ce-4b4f-b28e-e4701130bdab,Psychic,nan
e23c6916-9a19-4b56-be09-3be1902dbb8b,Normal,nan
a6e0e739-488c-4cd0-a568-cecd25ea825c,Fighting,Ghost
42c185f1-7a0b-4de0-ab19-a8539610a1ca,Water,nan
b7f4ba58-3ab2-4b07-93e5-99f86df022d0,Psychic,nan
8c7ecff2-afbb-4b03-afb5-703c93720bb3,Electric,nan
d026d8ae-fd76-48d4-897c-0e4ce472810a,Rock,Steel
486abf6c-8fb3-436f-ae48-756c38f6ee52,Normal,nan
a2f9a7d2-80fa-425e-97a7-0dd1d085dbe4,Bug,nan
03a0e4fc-9af8-4b62-ae19-2004b8c12c0e,Fighting,nan
e5add21f-e479-400e-84c0-2b2f84260431,Water,Rock
e8119153-0496-4a40-8385-ef01a1db79a5,Ghost,Fire
829c95ad-9c36-4460-a819-c9c068582eab,Flying,nan
29e9e4d5-d2d9-4aad-9f50-26d70eb84c9d,Water,nan
bb0952ec-6e82-4486-a9e4-4e97bb1ca942,Rock,nan
5eef5703-6f6e-420b-b0ef-f5d93de7a0e0,Water,Rock
204a09c3-885c-40f3-9941-9251fa63e28e,Poison,Ground
daee8539-22ad-4c65-b4ce-17fef2bbb667,Dark,Psychic
5cae4d01-4582-472d-b305-95dd343c94cb,Rock,Flying
ba10ad38-79c2-4f9f-9f41-c151158ea676,Ice,nan
bde13e31-26a3-4ec8-91f6-f521d788a0e2,Normal,nan
4fe0564a-00e3-4581-891a-365e83168760,Poison,Flying
159fa5d6-1c74-4429-a27b-8728a3d110b6,Poison,Bug
6ef46958-dc1d-4055-b58d-fec71fbfcbea,Normal,nan
c0e46d40-9fbe-4dc2-9498-b55bce497537,Water,Ghost
3a0cbd9d-9baa-42f4-855a-13bf512a0b1d,Steel,nan
fbfaf0bf-ab70-4155-a80b-960280c90dca,Psychic,Ghost
e8862da9-3a2b-4000-9636-50d2ed54ee0e,Bug,nan
004c333c-aad3-4e8f-9bd1-a6535dd8b40d,Normal,Psychic
ef6bfb11-a102-45ab-ac54-6df59b293807,Electric,nan
3d461b38-1cb1-4827-82a9-ecbc3cc347a6,Rock,Water
c548e555-cf85-48bf-ae42-5e61855ebdf3,Bug,Electric
29d48ca9-64de-458b-a814-a00698a04c02,Water,Dark
2c8ead9f-f93a-4598-b4ed-40519df8cc6b,Ground,nan
5b48fb9e-2abd-414e-86be-7da8a2dba36c,Fairy,nan
961579a0-df98-4fcc-b09a-ffdc543f79fa,Water,nan
706c6636-4f70-4db7-8250-f7651143ee5c,Water,Fighting
49e9ee22-46da-4771-b625-d931a7ac430d,Electric,Steel
0fc55b10-1049-45f0-a91c-f42ce14e6345,Fairy,nan
f835f859-a3e7-441f-b53b-b308702d94e6,Grass,nan
62d94665-914f-4fba-bd57-29a6a8832657,Electric,nan
44947cc3-4b62-4de1-8de4-6646a78f29f1,Grass,Poison
940ebce1-b82e-4f27-925f-913b2bdd996f,Water,nan
783e854a-d94f-4fc1-bbd2-3d6d3060da6d,Water,Fighting
b7e9dd4e-592f-44fe-be77-b8e6dd783830,Normal,nan
fc8f7918-8379-4bfc-962f-5626b9b40df1,Water,nan
cbfec371-4d40-422b-a43e-85e54b91531b,Electric,nan
e77426aa-f7c0-4e94-8e17-f54de75a77c9,Dragon,nan
0101597c-8d74-41c2-9ace-35c2329aed05,Fighting,nan
ce0cbce0-e82e-4c94-a6c6-35a5449bbdc1,Dragon,Fire
3f998e91-c7a4-4ec1-862e-829e30fcb36e,Fire,Fighting
b98335b6-04d8-4c57-827d-cc6e7976dde6,Ground,Flying
9bda3186-7346-4b1c-a25d-ca7b23d94687,Fire,Steel
ece71c87-67c8-4739-8ea8-eeed3043b6d5,Grass,nan
c334b4ac-7047-4cde-ac2e-dde76b6d3f9c,Bug,Poison
7bc0c073-eb2e-42f7-8f12-3eb77ab70af9,Fire,nan
8e3adde0-c6f9-43cd-8dca-b2c0c67cfe73,Bug,Flying
5d6e07a6-126c-4a36-8383-af7f87c10e59,Water,Grass
780ed939-730f-4e0b-9191-bc8efa65c6de,Rock,nan
bf4ef45b-d19c-4f5a-bd5a-ab1f63d89c32,Poison,Fighting
d83f5841-0542-498e-a02c-3fef68a9499a,Fire,nan
fa5a428f-a876-4789-8444-5342ca1e9f46,Normal,Flying
5532e3da-bac1-4068-93fb-292d28832f0e,Fighting,nan
8795722a-4c50-476a-b120-4169ece8196a,Normal,Flying
afae74e5-d5e4-4b9e-a0f5-3c4bb4752bc5,Bug,Poison
751c7271-fb38-4c78-b72f-ddea9eb2be5e,Psychic,Fairy
d032d81d-cfc1-493c-ad60-c7c8d1c9ff11,Rock,nan
ae5875b6-227c-4696-b6bc-089b2ae58bb2,Psychic,nan
856d8c21-313f-4d51-8363-e4e19ab0f9e9,Dragon,Psychic
dc07ebda-078f-48d5-bb9e-eba47c1ff8fa,Bug,nan
31cb9c76-7881-4d25-a9b8-815576c94863,Fighting,nan
88751355-7434-420f-85ba-8658a526422c,Psychic,nan
e548ce19-4db5-4039-a03f-ae174ad49227,Water,nan
29c15502-8b82-420b-af75-c11ece7d5c82,Normal,nan
ac9adf34-c068-41a8-8496-a275253833da,Fighting,nan
068c4e64-0bf6-4929-874e-aa25f669cd65,Poison,Dragon
d8b221d8-bd57-44fc-9b14-f6fbff14c1a4,Psychic,nan
fdc2024e-0345-4340-acbf-7b7ee14a4587,Dark,nan
8d9062a0-8b25-4df0-b2a8-3f06c58aff83,Normal,nan
eb659970-02d1-411d-a154-ee55e294d076,Water,nan
dafdb1e9-a45a-4b4f-92cb-21e46bcba483,Fighting,Psychic
d4a6609c-102a-4878-96de-11e8a9eadebd,Fire,nan
644602f3-451b-4804-a7af-479cb1c01617,Grass,Poison
f25b42b0-aac5-4869-9a7c-953058cef5a9,Water,nan
410bdf4f-4d9d-460d-b499-c688f8447852,Normal,Dragon
3749c906-863b-46ac-83ef-331c47222716,Ground,nan
63143b1f-fe0b-49a0-af0b-e5da5095684d,Ghost,nan
93cd4fa6-a860-4431-a8d7-dbad0bdf613a,Poison,nan
a508550e-1629-4303-b56c-46fbba4573dd,Rock,Ground
8d1d4251-5bd3-4117-b611-422a04e630af,Fighting,nan
04361c73-6650-46a7-a135-05d39b9fb01a,Normal,Fairy
08a1a0f4-936f-42f2-8c33-cc2fb52a5ee2,Normal,nan
348b9c61-b31a-417e-89dc-9c149c9dc4d1,Ghost,nan
f02f70d2-8e63-4ec6-943b-f741b0a65247,Water,Electric
2ec364c8-9b56-4f13-829e-62285898aa82,Fire,Normal
28b88c22-29be-4312-9f0c-ee439a17915a,Electric,nan
8a8cc550-002d-4142-9394-dc17f43c4884,Normal,nan
03fdd58e-05a5-4819-8aa7-24756845bf32,Dark,Fighting
16709da5-fda7-4073-83ed-7eea20824824,Bug,Poison
0eca1d4a-e243-4953-835c-1dba3cad48d4,Water,Ground
c95bfe4d-6be6-434e-81af-ae8857d6c390,Water,Flying
4ffe4952-6229-4f57-a4f9-f7ade893ed6c,Electric,nan
7b9d09c6-9308-4d01-96d4-cb4f775d5667,Grass,nan
d03c7b13-1da4-4c5b-a82a-c9dd3e687008,Ghost,Poison
e4ec2af3-7cdc-4b31-b249-2c6096030802,Normal,nan
fc56833f-59a0-457c-a41a-dc9ff67e51f4,Fairy,nan
a91ccfd7-4bda-4289-a5cb-488895ca570f,Normal,nan
ab6bb76a-a0f5-4066-a58a-fa3738f800e1,Fairy,nan
7400e1c8-26ed-4215-9ce1-e55785d29e8b,Fire,nan
38347d92-a52b-426a-b0e8-29950d6392c5,Psychic,Flying
50c8e83d-219e-4dbe-9b7e-079f3a86fdae,Bug,nan
6365054a-1ab4-47c6-ad52-18240fda76d2,Fire,nan
6d0b64f9-200e-432a-83b1-a18f765765c0,Water,Fairy
db4e07fd-78cc-4fef-8398-2cb3db34c929,Dark,Dragon
73c19d0b-9eb1-4c62-b6da-3f4b02f72fff,Ice,nan
483e4dfc-0153-440d-910a-7a1f45f1420c,Grass,nan
700504da-6f01-4ed2-96da-f4c5a6d6ac37,Fairy,nan
0f5f03b4-4274-4097-b0f1-345e59461a95,Bug,Water
7d56cb21-28da-4a38-8658-8b820929480e,Fire,Fighting
f54e83ed-df36-4bc1-ad13-940c5714ae21,Dragon,Ground
6c6db699-95b0-49f8-abff-9ea8a0cdbf54,Water,nan
72f020fd-0915-4319-a0cd-409d5946c0c4,Rock,Ice
b51ebe18-169a-4c89-bea0-eea81043619a,Fighting,Steel
aa9bd191-0f13-4b24-9c82-582414334f74,Rock,Ground
3310ca21-b777-4e97-8f41-483312058b29,Electric,nan
43ecce2e-011d-408a-a771-1004f72651d6,Dark,Flying
83a939b2-b2bb-43b6-9347-45889dc272bc,Bug,Poison
29ae3544-48b9-4839-bfcb-2e21a82ccd5f,Steel,Ghost
40571ff2-93fa-4036-89fc-e3f3e40fbde7,Ground,Dark
f9797285-dbea-4242-8b6a-a4b3e4d28b1b,Fighting,nan
7a8461cc-8d75-4ad8-801c-d28bb66cd56d,Ground,Rock
cb925fff-c87a-4767-b6a7-83803fc7075a,Bug,Flying
740d6f36-fd42-4f01-8b19-12b3b0bb42a5,Grass,nan
a0805dfa-504a-4edb-9297-fb77be974f47,Dragon,nan
f195585a-be91-424c-83c1-8fa6069b1430,Psychic,Fairy
d73369c9-15f1-41f1-8e83-c73408f86529,Electric,nan
d7cc2715-24ba-4e68-aada-6ae0c026405d,Fire,nan
f45e2e48-1e6a-4f5c-95ce-622d4db59183,Poison,Fire
e2968ba3-aec6-472b-964c-4269a8ab099e,Fairy,nan
57ad839c-5e45-40fe-b338-ed0f148fbe02,Psychic,nan
14d1777c-da16-4f4f-b895-a1f663ba55cc,Normal,Ground
09999457-990b-44cb-848b-81b6095cc22f,Normal,nan
5d0ed200-101d-483a-b145-3ef533ac885d,Normal,Flying
66075132-248a-493d-ad26-3d0d5eb19851,Water,Fairy
f28d6ea2-099b-4e99-ba89-7d7b72ae256c,Steel,Dragon
5b61ddf7-3ccd-4b9e-bed3-957acc50f64f,Bug,nan
ce755c84-49c9-4610-b096-b8b49a7b0d2a,Grass,Fairy
4b2d4813-a089-43f2-9f5b-0be5fae737d2,Psychic,Fighting
47ba8816-2fe8-48d7-97ad-578764425bc7,Grass,Flying
7c5367b3-8d03-440d-9c1a-032ee49c11aa,Normal,nan
06a17a13-e0b6-4bf5-b32f-4a4f6ea44e78,Psychic,nan
0e991e94-54b9-4aca-bd20-91cf2874482b,Grass,Fairy
74fc31b0-a13c-410a-9415-28e61628dad7,Psychic,Flying
53c65aad-ec95-4781-b5d5-274d42a4da8a,Rock,Flying
becebf40-2985-4680-aace-b105eade3f63,Flying,Dragon
45195f62-1f33-4d21-9731-a9775014d71f,Water,nan
573f3fdf-36fb-4273-8ac0-c498147ac997,Normal,nan
5cb970a9-93db-4040-9b9c-8ee174ea0c06,Dark,Ghost
a4a4a838-2842-4299-892c-29e9526dc36b,Normal,nan
afbe6880-1666-4653-af3f-da7f7125b4c3,Psychic,nan
d5b97bc8-1899-4cab-894e-58202be73c72,Electric,nan
08a11f01-f97f-4c55-b0b8-eb75533d6abc,Normal,nan
f27864c1-a820-4390-9e0d-ee9d2aa2bf19,Normal,nan
900df4c2-fdbc-4b05-b5a7-cb0900066ac5,Poison,Water
a2236a33-0dc4-40e0-b32b-1d7b041a2563,Rock,Bug
2ed166a0-00ed-4880-b8fc-dbcac0c1fecf,Bug,nan
4fac8b06-55eb-47e6-ad22-6610e9ff6acb,Dragon,nan
7a2c4676-205d-4fbd-a766-eafa725360d4,Grass,nan
d942fbc5-71c3-456d-8876-7f4ae59bdb18,Dark,Dragon
fef215a7-934a-4af7-98ff-b1057594c33b,Poison,nan
7845a65e-0966-455d-b190-46bb1836f95c,Rock,Dragon
b4e5c099-fa25-40b9-a848-023053a6e8ea,Normal,Flying
fb3854f5-d21a-4bc2-a01d-988aed6a8d34,Water,Ground
5113c490-9a71-4e7c-bba5-1d88923440f6,Fighting,nan
b9a6c94f-9056-4f20-b0df-9da493d6cff5,Fighting,nan
bfe6a2c9-7b4b-44df-84c3-8cbafa55a648,Bug,nan
aacfb889-1e0a-4c8e-ba11-bf557db4a84f,Grass,Dark
86fd09ca-046e-44c8-ba72-762096337e5d,Normal,Fairy
a26f1fd2-bfa4-42b9-9168-8a42860a4726,Water,Poison
111b426f-abc3-43d3-83b1-1098525d87e5,Rock,Flying
3f445ad8-1901-486f-a659-7743c292e684,Psychic,nan
8dc7edb1-5e1f-4552-8f04-96e3951350bf,Poison,nan
6b8fb981-7919-44a5-b60d-ecf9b8c57d74,Ghost,Dragon
96110df6-ed40-44a6-a116-d434957ddd8e,Normal,nan
8761e394-18bc-46ad-b809-77a075236cdc,Poison,Flying
c78ab333-7cb6-497b-9263-ec34703516fb,Normal,nan
fe2cf3fc-1f26-47d1-82dd-d599dd344d4a,Fairy,nan
dda30800-71f0-480e-8ce5-9df185156723,Water,Ice
be214bad-0506-4e73-9706-8f6cbc46ee60,Water,Flying
2c837485-e1a2-4d0d-a74c-4a41731fe0cc,Ice,Water
64c54e25-c6d2-4ac9-98ca-2db83f901f54,Dark,Ice
b8ad7780-f11c-4a0f-b50d-8ced73e7046b,Normal,nan
d29ec154-ae2a-4971-8eb3-5c970c7db112,Poison,Dark
689e18dd-8b67-4d03-a36f-c113a7d557b9,Normal,Water
087d8a6a-afe6-491b-a10d-d9f47c4dc86e,Normal,nan
7d6a6826-7bb7-448d-be8c-342b72c88d5f,Water,nan
072d5a3f-e15f-4021-b771-c0a369472889,Psychic,nan
ba26f6e9-5403-47d0-a12e-4e3d7d952eab,Dark,Fire
a277ec99-f1ec-41f1-ad8c-8a2b732ed7f0,Poison,nan
b6f7fee0-1308-45b7-9628-2a74d8e7c4a1,Fire,Flying
3ed41fd4-c37b-437f-9601-fc1adfe5ac1d,Bug,Poison
84a91d4a-14f8-494b-a3f6-303ce4bf55e4,Water,nan
c77eec09-74d1-4a78-a060-347ff9c64bc4,Grass,Poison
4c4f5977-f976-4f74-864e-895166487fde,Water,nan
1740da94-280d-4fba-bde8-7da85def03eb,Ghost,Fairy
85d2f8b8-db8a-4de1-a800-53d5b8d77d18,Bug,nan
bfd5becc-e025-4e34-8b84-b63f6b8dda4d,Psychic,nan
ff29fd90-c860-46b1-b839-67a971ac1a39,Normal,Flying
51257f6c-26b6-4d2b-83cd-83f918a04af5,Normal,nan
459e6ad4-47de-48de-a240-ce7a735ab1d6,Electric,nan
9b7b322f-a4b2-47da-af23-d55b224ded7a,Bug,Fighting
ce120ea4-f0f2-42bc-ae57-757154564f65,Ground,nan
8841b0c7-dad0-4fb5-ba4c-2a7df7248167,Normal,Psychic
3e5f34eb-493a-4248-91cb-62d9f1e33a6a,Rock,Dragon
14d48ce4-273e-4a3d-8b3f-c1ea7d7c2b19,Rock,Ground
3ec1315c-8c56-4966-881c-ba60f47bd5db,Dark,nan
abc2d700-baf5-4b04-84ca-1dce331aa30b,Electric,nan
c95b1423-93cc-4c2a-a03a-5d00ae652ab0,Ghost,Grass
28b2c61a-9c8e-4011-862b-56fcc532599f,Psychic,nan
697e915d-9c30-40d5-8c8d-63b05196be57,Bug,Flying
33849ca3-4af9-43a7-ad9e-dc3abe4a045f,Fire,nan
36a69f80-c619-451b-9ac9-b5fcc7a28b98,Grass,nan
8c594a29-9883-4bf1-87bc-dfba16d3ef54,Ice,nan
6bade486-fa67-4106-b9dc-73cba3cd6166,Rock,Steel
36239fa6-d9a2-4882-8c1c-8a53e36c2e16,Grass,Flying
9f6f9c89-1974-4d10-9acc-4fd222b723e1,Grass,Fighting
2be6b651-9b93-45c5-954d-ee46e0ad8e9c,Steel,nan
f1dd3440-d9b2-461a-9bb5-a5adb1929a67,Water,nan
e15d02e0-dc2e-4b69-ac7f-8300a6c37d79,Grass,nan
f3cbe233-7130-4f33-8c84-62135383cfa2,Psychic,Fairy
d251dc65-6cc1-49ba-94bb-ab1ed5943591,Bug,nan
b0d00fb6-c9e6-47e9-b3d7-c456ec22303b,Ice,nan
01b0794d-f142-4748-9762-4dfb96158947,Water,nan
fb5257dd-fef7-4ce6-b1c6-a95d0a377647,Normal,nan
1e6267ab-cf5f-49f2-8fcd-076ed020de92,Psychic,nan
b774f3da-1ec3-4f13-a190-6bab7135334d,Fire,nan
43368222-e8da-4aed-9ac8-8a4b6b78914e,Normal,nan
1dbc05a4-4f4f-48a1-b58f-7197a5444ded,Dragon,nan
7f47377d-6fa1-4318-beac-053c38e6c8c6,Normal,Psychic
c8374ce9-50b4-4772-a2ff-b4dc2f65a549,Rock,Ground
2c9af0e6-95d1-47f7-8368-a2024e182f87,Grass,Poison
5796f3bd-e2a9-404a-90b6-92e3ab113287,Ground,nan
2cbc821c-ffd5-449e-814a-28d1d5dc35ed,Ice,Flying
21154dda-4135-4dd5-987a-2bd56c46231e,Poison,Dark
acc6b573-98a3-4529-9124-561ef0d6849f,Bug,Flying
5338cc93-a289-43d5-b9e9-7fd4d9113017,Fighting,nan
8c36b504-3fa9-4126-a317-7995756d2cee,Poison,Dark
1d417db3-c7df-4c46-a8ad-660779397d52,Bug,Fighting
2c39b558-3056-4919-9d82-ba77401c0717,Bug,Flying
ab3f4e46-9ad8-466f-a174-6856ccb37cce,Steel,Ghost
4d9dfbc4-eece-422f-abb5-c217364609fe,Fire,nan
60c7c6db-6242-4b3e-8dcf-73c3b4170899,Grass,nan
a3d84ebf-9267-4de0-86c2-fe7f9b0b3724,Poison,Flying
80b57c64-de4c-40f6-beb6-51d9844f4a20,Dark,nan
f03b5bab-b45e-455b-af98-30ea4e8c0fc2,Psychic,nan
0b8637fa-3051-452b-b4aa-170a9395aede,Ice,Ghost
38d7c24b-5fe6-4d1f-a2b8-ed4a6fdcfacb,Fire,Rock
5747fe06-622f-48cb-bbac-f0235b047b14,Rock,nan
59684241-2786-4cea-a5f8-36dc53f263c5,Bug,Steel
462cd2e0-697f-47c6-b427-fea082176195,Ground,Ghost
862075b7-3f02-4fdf-be68-887fb962fa4c,Electric,nan
ec172909-219e-4d04-9e6b-6777badef841,Rock,nan
7f95cf8c-a8f7-4c42-92ed-b9b8823009c9,Grass,nan
4492f1e7-30bb-452e-b0e2-719b694f2094,Water,Ground
2ea411d4-3f39-434e-b5dd-55eb1282b2bd,Bug,Steel
5dd3a3e5-204d-464d-b2e8-7522421eea20,Grass,Poison
47389785-2759-4296-91ae-200b4e77d873,Ghost,nan
f5482691-69fe-45b6-8848-f2b069a0eba5,Ice,Water
e694e94e-27f1-4539-9ee8-761c1c24be4c,Grass,nan
4ec1c0de-046c-4514-bb41-fec512cedb84,Fire,nan
a7b426e1-c59f-44fd-bffa-7826769ce6c8,Normal,nan
348b7173-ff1e-4108-85a1-5292b7bad546,Normal,nan
dc55044e-b662-4b05-b141-eea7429ecea0,Normal,nan
d676984a-8aae-460b-8a7c-80ab8aec9102,Ice,nan
7e11f9c6-f7ae-44b1-bf03-ab8647d720f4,Psychic,nan
5f05dfb4-2be0-4e91-a76d-fa51fb25825e,Normal,nan
70e8ea5c-962e-4860-a166-a114eb07f9a3,Normal,Flying
1df75a5d-a51a-400c-80bd-d28270c96623,Dark,Fire
c407c740-979f-4a61-b8b9-a42659ec393a,Electric,nan
22f9d399-226b-4287-a82e-86905f90ff74,Fire,nan
a05b9d6b-bb8d-4bdf-a456-668189d64700,Grass,Fairy
b3cca4f0-8004-4cc3-92a6-60f1891c14a9,Water,nan
b7254e6f-90fb-4947-ac05-48f32d08f2c6,Normal,Fighting
8b3d1a92-23ef-4713-88e7-a7cab0c59f69,Psychic,nan
917d472a-ec0d-44e1-9aaa-e2934ee957cb,Rock,Steel
5abcd3db-18c5-45c8-bf8f-4c5056edd8dc,Ground,Psychic
827fc950-67da-4e3b-a459-0e7eebe5e41d,Water,nan
ad8cc0d5-e21c-4faf-a157-d877fa31e555,Grass,nan
71a1e656-2654-4098-9ff5-803f673d6156,Dragon,Ground
c60b1beb-0a15-4287-8360-0be477622bfb,Grass,nan
9704db15-41ce-423a-8796-a7a96cc18937,Bug,Poison
5bbd0485-5590-45d5-902a-13aaeb7a497a,Psychic,nan
9897376b-0c1d-4fcf-be42-1c449abf7536,Water,Fairy
c1a68eaa-4f9e-45e1-87ad-0e20fdf7f635,Water,nan
86c51622-2694-4958-ba3c-91d304953e1c,Grass,nan
fab87e33-9dd2-411b-b911-c9ec6d4380ec,Rock,Grass
69091d62-0573-4b47-a9e1-10accd245e7d,Electric,nan
107b3935-bdb1-4a85-bd01-ae834b0b2621,Fire,Dark
b56026fe-6115-47f3-a22b-a4edad1eecb4,Rock,Dark
dd3f23c4-184a-4ed5-b70d-0d9ef8114aff,Electric,Steel
6ef0b7cc-c3cb-4a59-ae7d-f7e6c265c63b,Steel,Psychic
7d475af3-4168-4aa8-bd32-bc92b96cdcfa,Normal,nan
8cc46a9c-ef14-4fb2-83fe-9dde8ddaa3db,Water,Flying
ecd38d78-51a2-4367-a859-7fa495103ae7,Normal,Flying
d285208e-8a79-4fe7-ae4f-651dd8eb7ab1,Normal,nan
9f5836cc-cbd0-4771-b02e-55a762092d5e,Bug,Fairy
a24b46a3-a158-46fb-b002-e36e3b0dd60e,Grass,nan
d401ad92-6083-4cee-a8fe-ecdc75b26060,Electric,nan
d6368faa-3abc-4d1a-8141-86cf4d22ea42,Fire,Flying
2d54bf2c-0a4e-411c-bae6-cf773ce36f9b,Ground,Ghost
f5d7531f-d657-4a0a-a959-44cc1986cae7,Bug,nan
ea10e12e-473a-43c8-bc45-d997ebbe42e7,Ground,nan
76e172b7-26ac-46e6-b9f4-30ef436eac69,Rock,nan
c66f64c3-19fb-4694-92b6-d300b74cbe32,Fire,Fighting
46dab2bb-1be2-48a0-94a2-cac54329428f,Grass,Psychic
0811fbd3-fbeb-43b3-ae40-701e83081c9a,Electric,Steel
550d4ef0-6493-470e-b656-4b7c3981560d,Bug,Water
56d16da9-c821-483a-af88-01a6649db918,Psychic,nan
044d3798-7e75-44d0-97ba-fd7549c6339f,Ground,nan
4917bbe8-a7b1-4cac-8377-ae9296df606b,Psychic,nan
401b4128-a265-467b-b961-ffd8e7be2cf8,Fire,Psychic
2a38d052-a8ce-442f-bba0-b56eec13ad85,Water,Flying
e76e360a-32f3-4aaa-8516-b51ba8347758,Dark,Psychic
a17046d5-31d7-4355-bbb5-096bd6bb6f10,Grass,nan
1b9b992b-1b70-4d1e-8833-dc40a675c944,Psychic,nan
092a833f-0926-40f8-8a51-330259220f6b,Ground,Flying
3013f62a-8629-4229-ac90-2ada007c2e28,Bug,Grass
d9b54981-ad64-47b3-a72b-6de3aa510eab,Fighting,nan
df7c871e-7607-4986-a428-7f32865c12c7,Normal,nan
cc5fdd01-90b7-4258-a4d6-f9c25d617c33,Rock,Psychic
5899288c-de47-4a22-92b9-994d59ed82c2,Water,Ground
ef04d25c-6fac-4818-b9c7-699c5d95e1ba,Electric,nan
1891c401-14ed-42eb-8aac-7f42fbaae8ad,Normal,nan
a77080c3-360a-4d33-885a-0e7b824456a9,Ice,Water
b5604cd6-cc26-4e62-a05c-f1ebc39bdb88,Water,nan
da318a80-9a98-4852-85ff-7c51302e5846,Psychic,Fairy
157e0958-9347-4288-9b25-95677b196c85,Steel,nan
1ea0945e-b1ec-4551-b33b-05c80b55f895,Fairy,nan
e3d08ced-680d-4da7-89dd-f975bb92ef75,Fire,nan
d6a70698-7f21-489a-90c4-e0e6f446650a,Normal,nan
9e222e8d-69d4-4ab1-a37e-0cfb90fca52c,Grass,nan
b658ac55-ac24-455d-bbc7-df06b0b329ff,Rock,Flying
ea6158cf-5608-4d79-868f-02b9f09ba9cd,Steel,Psychic
03fc2ac9-3ed7-4ec2-a8ea-c97c71eaff49,Fairy,nan
cc372112-213c-4996-9b95-0c141fa459ad,Water,nan
31df7655-7e26-4742-aa8e-4d5606785ca8,Water,nan
ee99114f-6250-4382-b371-766f0cae3389,Fairy,nan
61c70f39-7d24-4c94-828d-9463bf86ed82,Grass,nan
bbe0cc28-c0d4-4def-acdc-70dbed707d2a,Water,nan
5625e720-fd84-4c49-8923-1f1f8d83ac70,Steel,Psychic
ab4b3301-5d10-42a2-b974-a7d21a7477ca,Grass,nan
7cb5e7b1-d077-44f3-820b-afe8367478cf,Poison,nan
88d0cc6e-1254-4cf6-a4d4-e4619d97e773,Water,Steel
2d6e65dd-442e-4dcc-9776-979b15949d21,Fire,nan
4639f5ca-1c69-40de-8528-ab12d98dadab,Poison,nan
3660cb25-b5c6-46c0-9905-030013d2a575,Water,nan
25d1b048-2e94-41c3-aea8-340b74a8408b,Fighting,nan
e45fe231-afa7-48ec-b17a-5efa4f70f726,Bug,Rock
4ebb27fe-312d-441d-9557-c50496195b4b,Bug,Electric
72be585b-9e08-41ec-a2c8-782778e11f96,Rock,Bug
8cba69b2-5f59-4607-8ccb-6d4c6c53e427,Bug,Grass
f75f4331-dc0d-4bbc-a876-4ffe408cbcd6,Water,nan
a75db1fa-be8f-4765-b310-6b9050bb2321,Water,Psychic
5ff0a585-1737-431f-bb72-d77710445223,Normal,nan
d7295174-8625-4184-b61d-bf9bb41fbfce,Normal,Flying
18fca565-8621-4641-95a3-11fb6ddd6297,Electric,Normal
0c207f45-0f92-457e-b635-6067ff249936,Normal,Flying
a05ef529-8090-4a2d-af26-9bdd9fc256cd,Rock,Fairy
4c450303-d50b-4613-b176-2fe0f8f2e08b,Steel,nan
d2d81e2c-0c45-4b1c-9040-f51b76b43ca9,Normal,Flying
34ff9510-8764-4133-ac71-df2226640988,Water,nan
66007ac5-4978-48c2-a954-c8522d7ac10c,Normal,nan
69c194f7-990a-44b6-8388-f7188fc70187,Water,Ground
7724639c-bf8d-47f4-8830-d5c04452b10f,Poison,nan
7a82c07e-fd8d-46ce-9a90-e1ec63f2e8f3,Ground,nan
f66786fe-da22-44bc-9721-89bc8dea682c,Ground,Dark
669b8f18-8a41-4e95-b001-74bac768aac1,Steel,Flying
a311e481-f510-4645-bd5a-47e728c02107,Water,nan
ba5c2820-4f17-4933-83dc-80e93d86a9d3,Fighting,nan
